mgm_bldrgst_pk,sigungu_cd,bjdong_cd,plat_gb_cd,bun,ji,dong_nm,t_unit
11530-1843,11530,10200,0,1265,0000,104동,1285
11530-1844,11530,10200,0,1265,0000,103동,1285
11530-1845,11530,10200,0,1265,0000,102동,1285
11530-1846,11530,10200,0,1265,0000,101동,1285
11320-8351,11320,10600,0,0272,0000,15동,1284
11320-8352,11320,10600,0,0272,0000,2동,1284
11320-8353,11320,10600,0,0272,0000,5동,1284
11320-8354,11320,10600,0,0272,0000,7동,1284
11320-8355,11320,10600,0,0272,0000,10동,1284
11320-8356,11320,10600,0,0272,0000,9동,1284
11320-8357,11320,10600,0,0272,0000,8동,1284
11320-8358,11320,10600,0,0272,0000,6동,1284
11320-8359,11320,10600,0,0272,0000,3동,1284
11320-8360,11320,10600,0,0272,0000,1동,1284
11320-8361,11320,10600,0,0272,0000,14동,1284
11320-8362,11320,10600,0,0272,0000,11동,1284
11320-8363,11320,10600,0,0272,0000,12동,1284
11320-8364,11320,10600,0,0272,0000,13동,1284
11350-1253,11350,10200,0,0929,0000,103동,1281
11350-1257,11350,10200,0,0929,0000,111동,1281
11350-1258,11350,10200,0,0929,0000,110동,1281
11350-1259,11350,10200,0,0929,0000,109동,1281
11350-1260,11350,10200,0,0929,0000,108동,1281
11350-1261,11350,10200,0,0929,0000,107동,1281
11350-1262,11350,10200,0,0929,0000,106동,1281
11350-1263,11350,10200,0,0929,0000,105동,1281
11350-1264,11350,10200,0,0929,0000,104동,1281
11350-1265,11350,10200,0,0929,0000,102동,1281
11350-1266,11350,10200,0,0929,0000,101동,1281
11290-5526,11290,10300,0,0015,0001,B상가동,1278
11290-5527,11290,10300,0,0015,0001,102동,1278
11290-5528,11290,10300,0,0015,0001,107동,1278
11290-5529,11290,10300,0,0015,0001,101동,1278
11290-5530,11290,10300,0,0015,0001,103동,1278
11290-5531,11290,10300,0,0015,0001,105동,1278
11290-5532,11290,10300,0,0015,0001,A상가동,1278
11290-5533,11290,10300,0,0015,0001,106동,1278
11290-5534,11290,10300,0,0015,0001,104동,1278
11500-100238973,11500,10500,0,0750,0000,1401동,1270
11500-100239198,11500,10500,0,0750,0000,1404동,1270
11500-100239277,11500,10500,0,0750,0000,1405동,1270
11500-100239336,11500,10500,0,0750,0000,1402동,1270
11500-100239578,11500,10500,0,0750,0000,1403동,1270
11500-100239657,11500,10500,0,0750,0000,1406동,1270
11500-100239738,11500,10500,0,0750,0000,1412동,1270
11500-100239793,11500,10500,0,0750,0000,1413동,1270
11500-100239857,11500,10500,0,0750,0000,1407동,1270
11500-100239977,11500,10500,0,0750,0000,1408동,1270
11500-100240079,11500,10500,0,0750,0000,1409동,1270
11500-100240135,11500,10500,0,0750,0000,1410동,1270
11500-100240192,11500,10500,0,0750,0000,1411동,1270
11200-14606,11200,11100,0,1331,0000,102동,1267
11200-14607,11200,11100,0,1331,0000,103동,1267
11200-14608,11200,11100,0,1331,0000,104동,1267
11200-14609,11200,11100,0,1331,0000,105동,1267
11200-14610,11200,11100,0,1331,0000,108동,1267
11200-14611,11200,11100,0,1331,0000,110동,1267
11200-14612,11200,11100,0,1331,0000,106동,1267
11200-14613,11200,11100,0,1331,0000,113동,1267
11200-14614,11200,11100,0,1331,0000,101동,1267
11200-14616,11200,11100,0,1331,0000,116동,1267
11200-14617,11200,11100,0,1331,0000,115동,1267
11200-14618,11200,11100,0,1331,0000,114동,1267
11200-14619,11200,11100,0,1331,0000,112동,1267
11200-14620,11200,11100,0,1331,0000,111동,1267
11200-14621,11200,11100,0,1331,0000,109동,1267
11200-14622,11200,11100,0,1331,0000,107동,1267
11620-3374,11620,10100,0,1703,0000,110동,1261
11620-3375,11620,10100,0,1703,0000,109동,1261
11620-3376,11620,10100,0,1703,0000,108동,1261
11620-3377,11620,10100,0,1703,0000,107동,1261
11620-3378,11620,10100,0,1703,0000,106동,1261
11620-3379,11620,10100,0,1703,0000,104동,1261
11620-3380,11620,10100,0,1703,0000,105동,1261
11620-3381,11620,10100,0,1703,0000,102동,1261
11620-3382,11620,10100,0,1703,0000,103동,1261
11620-3383,11620,10100,0,1703,0000,101동,1261
11650-13479,11650,10700,0,0060,0004,306동,1260
11650-13480,11650,10700,0,0060,0004,309동,1260
11650-13481,11650,10700,0,0060,0004,307동,1260
11650-13482,11650,10700,0,0060,0004,302동,1260
11650-13483,11650,10700,0,0060,0004,308동,1260
11650-13484,11650,10700,0,0060,0004,305동,1260
11650-13486,11650,10700,0,0060,0004,301동,1260
11650-13487,11650,10700,0,0060,0004,303동,1260
11530-1850,11530,10200,0,1267,0000,113동,1252
11530-1852,11530,10200,0,1267,0000,112동,1252
11530-1853,11530,10200,0,1267,0000,111동,1252
11530-1854,11530,10200,0,1267,0000,110동,1252
11530-1855,11530,10200,0,1267,0000,109동,1252
11530-1856,11530,10200,0,1267,0000,104동,1252
11530-1857,11530,10200,0,1267,0000,108동,1252
11530-1858,11530,10200,0,1267,0000,103동,1252
11530-1859,11530,10200,0,1267,0000,107동,1252
11530-1860,11530,10200,0,1267,0000,106동,1252
11530-1861,11530,10200,0,1267,0000,105동,1252
11530-1862,11530,10200,0,1267,0000,102동,1252
11530-1863,11530,10200,0,1267,0000,101동,1252
11650-100216754,11650,10300,0,0717,0000,308동,1251
11650-100216829,11650,10300,0,0717,0000,316동,1251
11650-100216886,11650,10300,0,0717,0000,301동,1251
11650-100216997,11650,10300,0,0717,0000,309동,1251
11650-100217070,11650,10300,0,0717,0000,317동,1251
11650-100217183,11650,10300,0,0717,0000,310동,1251
11650-100217266,11650,10300,0,0717,0000,302동,1251
11650-100217392,11650,10300,0,0717,0000,311동,1251
11650-100217461,11650,10300,0,0717,0000,312동,1251
11650-100217530,11650,10300,0,0717,0000,303동,1251
11650-100217595,11650,10300,0,0717,0000,304동,1251
11650-100217656,11650,10300,0,0717,0000,313동,1251
11650-100217725,11650,10300,0,0717,0000,314동,1251
11650-100217802,11650,10300,0,0717,0000,305동,1251
11650-100217843,11650,10300,0,0717,0000,306동,1251
11650-100217918,11650,10300,0,0717,0000,315동,1251
11650-100218014,11650,10300,0,0717,0000,307동,1251
11350-3635,11350,10500,0,0652,0000,1106동,1248
11350-3636,11350,10500,0,0652,0000,1108동,1248
11350-3637,11350,10500,0,0652,0000,1107동,1248
11350-3638,11350,10500,0,0652,0000,1105동,1248
11350-3639,11350,10500,0,0652,0000,1104동,1248
11350-3640,11350,10500,0,0652,0000,1103동,1248
11350-3641,11350,10500,0,0652,0000,1102동,1248
11350-3642,11350,10500,0,0652,0000,1101동,1248
11350-3643,11350,10500,0,0652,0000,1109동,1248
11350-3644,11350,10500,0,0652,0000,1111동,1248
11350-3645,11350,10500,0,0652,0000,1110동,1248
11350-3789,11350,10500,0,0767,0001,113동,1248
11350-3790,11350,10500,0,0767,0001,123동,1248
11350-3791,11350,10500,0,0767,0001,116동,1248
11350-3792,11350,10500,0,0767,0001,115동,1248
11350-3793,11350,10500,0,0767,0001,114동,1248
11350-3794,11350,10500,0,0767,0001,112동,1248
11350-3795,11350,10500,0,0767,0001,111동,1248
11350-3796,11350,10500,0,0767,0001,117동,1248
11350-3797,11350,10500,0,0767,0001,124동,1248
11350-3798,11350,10500,0,0767,0001,122동,1248
11350-3799,11350,10500,0,0767,0001,121동,1248
11350-3800,11350,10500,0,0767,0001,120동,1248
11350-3801,11350,10500,0,0767,0001,119동,1248
11350-3802,11350,10500,0,0767,0001,118동,1248
11305-100191140,11305,10100,0,0813,0000,116동,1247
11305-100191181,11305,10100,0,0813,0000,117동,1247
11305-100191250,11305,10100,0,0813,0000,118동,1247
11305-100191325,11305,10100,0,0813,0000,101동,1247
11305-100191353,11305,10100,0,0813,0000,110동,1247
11305-100191374,11305,10100,0,0813,0000,111동,1247
11305-100191401,11305,10100,0,0813,0000,112동,1247
11305-100191453,11305,10100,0,0813,0000,113동,1247
11305-100191482,11305,10100,0,0813,0000,114동,1247
11305-100191519,11305,10100,0,0813,0000,115동,1247
11305-100191599,11305,10100,0,0813,0000,107동,1247
11305-100191642,11305,10100,0,0813,0000,102동,1247
11305-100191729,11305,10100,0,0813,0000,108동,1247
11305-100191750,11305,10100,0,0813,0000,109동,1247
11305-100191788,11305,10100,0,0813,0000,120동,1247
11305-100191884,11305,10100,0,0813,0000,121동,1247
11305-100191933,11305,10100,0,0813,0000,122동,1247
11305-100191976,11305,10100,0,0813,0000,123동,1247
11305-100192106,11305,10100,0,0813,0000,124동,1247
11305-100192231,11305,10100,0,0813,0000,103동,1247
11305-100192268,11305,10100,0,0813,0000,104동,1247
11305-100192286,11305,10100,0,0813,0000,105동,1247
11305-100192323,11305,10100,0,0813,0000,119동,1247
11305-100192394,11305,10100,0,0813,0000,106동,1247
11305-100192457,11305,10100,0,0813,0000,지하주차장(택지1),1247
11305-100192458,11305,10100,0,0813,0000,지하주차장(택지2),1247
11305-100192465,11305,10100,0,0813,0000,근린생활시설 주차장,1247
11305-100192466,11305,10100,0,0813,0000,외부엘리베이터1,1247
11305-100192467,11305,10100,0,0813,0000,외부엘리베이터2,1247
11305-100192468,11305,10100,0,0813,0000,외부엘리베이터3,1247
11260-24770,11260,10400,0,0020,0000,525,1244
11260-24771,11260,10400,0,0020,0000,508,1244
11260-24772,11260,10400,0,0020,0000,507,1244
11260-24773,11260,10400,0,0020,0000,506,1244
11260-24774,11260,10400,0,0020,0000,505,1244
11260-24775,11260,10400,0,0020,0000,504,1244
11260-24776,11260,10400,0,0020,0000,518,1244
11260-24777,11260,10400,0,0020,0000,517,1244
11260-24778,11260,10400,0,0020,0000,516,1244
11260-24779,11260,10400,0,0020,0000,515,1244
11260-24780,11260,10400,0,0020,0000,512,1244
11260-24781,11260,10400,0,0020,0000,511,1244
11260-24782,11260,10400,0,0020,0000,510,1244
11260-24784,11260,10400,0,0020,0000,528,1244
11260-24785,11260,10400,0,0020,0000,503,1244
11260-24786,11260,10400,0,0020,0000,502,1244
11260-24787,11260,10400,0,0020,0000,501,1244
11260-24788,11260,10400,0,0020,0000,509,1244
11260-24790,11260,10400,0,0020,0000,514,1244
11260-24791,11260,10400,0,0020,0000,513,1244
11260-24792,11260,10400,0,0020,0000,524,1244
11260-24793,11260,10400,0,0020,0000,523,1244
11260-24794,11260,10400,0,0020,0000,522,1244
11260-24795,11260,10400,0,0020,0000,521,1244
11260-24796,11260,10400,0,0020,0000,520,1244
11260-24797,11260,10400,0,0020,0000,519,1244
11260-24798,11260,10400,0,0020,0000,526,1244
11260-24799,11260,10400,0,0020,0000,527,1244
11530-2024,11530,10200,0,0256,0001,114동,1244
11530-2025,11530,10200,0,0256,0001,113동,1244
11530-2026,11530,10200,0,0256,0001,112동,1244
11530-2027,11530,10200,0,0256,0001,111동,1244
11530-2028,11530,10200,0,0256,0001,110동,1244
11530-2029,11530,10200,0,0256,0001,109동,1244
11530-2030,11530,10200,0,0256,0001,108동,1244
11530-2031,11530,10200,0,0256,0001,107동,1244
11530-2032,11530,10200,0,0256,0001,106동,1244
11530-2033,11530,10200,0,0256,0001,105동,1244
11530-2034,11530,10200,0,0256,0001,104동,1244
11530-2035,11530,10200,0,0256,0001,103동,1244
11530-2036,11530,10200,0,0256,0001,102동,1244
11530-2037,11530,10200,0,0256,0001,101동,1244
11530-2044,11530,10200,0,0256,0001,116동,1244
11530-2045,11530,10200,0,0256,0001,115동,1244
11530-3250,11530,10800,0,0338,0000,210동,1236
11530-3251,11530,10800,0,0338,0000,209동,1236
11530-3252,11530,10800,0,0338,0000,208동,1236
11530-3253,11530,10800,0,0338,0000,207동,1236
11530-3254,11530,10800,0,0338,0000,206동,1236
11530-3255,11530,10800,0,0338,0000,205동,1236
11530-3256,11530,10800,0,0338,0000,204동,1236
11530-3257,11530,10800,0,0338,0000,203동,1236
11530-3258,11530,10800,0,0338,0000,202동,1236
11530-3259,11530,10800,0,0338,0000,201동,1236
11230-5742,11230,10400,0,0006,0000,9동,1234
11230-5743,11230,10400,0,0006,0000,8동,1234
11230-5744,11230,10400,0,0006,0000,7동,1234
11230-5745,11230,10400,0,0006,0000,6동,1234
11230-5746,11230,10400,0,0006,0000,5동,1234
11230-5747,11230,10400,0,0006,0000,3동,1234
11230-5748,11230,10400,0,0006,0000,30동,1234
11230-5749,11230,10400,0,0006,0000,2동,1234
11230-5750,11230,10400,0,0006,0000,1동,1234
11230-5751,11230,10400,0,0006,0000,16동,1234
11230-5752,11230,10400,0,0006,0000,15동,1234
11230-5753,11230,10400,0,0006,0000,13동,1234
11230-5754,11230,10400,0,0006,0000,12동,1234
11230-5755,11230,10400,0,0006,0000,11동,1234
11230-5756,11230,10400,0,0006,0000,10동,1234
11380-100261439,11380,10200,0,0281,0000,304동,1230
11380-100261448,11380,10200,0,0281,0000,305동,1230
11380-100261528,11380,10200,0,0281,0000,301동,1230
11380-100261597,11380,10200,0,0281,0000,302동,1230
11380-100261606,11380,10200,0,0281,0000,303동,1230
11380-100261684,11380,10200,0,0281,0000,313동,1230
11380-100261764,11380,10200,0,0281,0000,316동,1230
11380-100261802,11380,10200,0,0281,0000,317동,1230
11380-100261876,11380,10200,0,0281,0000,306동,1230
11380-100261885,11380,10200,0,0281,0000,307동,1230
11380-100261965,11380,10200,0,0281,0000,315동,1230
11380-100262045,11380,10200,0,0281,0000,318동,1230
11380-100262111,11380,10200,0,0281,0000,308동,1230
11380-100262183,11380,10200,0,0281,0000,309동,1230
11380-100262339,11380,10200,0,0281,0000,319동,1230
11380-100262346,11380,10200,0,0281,0000,320동,1230
11380-100262353,11380,10200,0,0281,0000,321동,1230
11380-100262387,11380,10200,0,0281,0000,322동,1230
11380-100262422,11380,10200,0,0281,0000,310동,1230
11380-100262484,11380,10200,0,0281,0000,314동,1230
11380-100262564,11380,10200,0,0281,0000,311동,1230
11380-100262627,11380,10200,0,0281,0000,312동,1230
11545-1893,11545,10200,0,1088,0001,1320동,1226
11545-1894,11545,10200,0,1088,0001,1319동,1226
11545-1895,11545,10200,0,1088,0001,1318동,1226
11545-1896,11545,10200,0,1088,0001,1317동,1226
11545-1897,11545,10200,0,1088,0001,1316동,1226
11545-1898,11545,10200,0,1088,0001,1315동,1226
11545-1899,11545,10200,0,1088,0001,1314동,1226
11440-9501,11440,10400,0,0082,0000,10동,1222
11440-9502,11440,10400,0,0082,0000,11동,1222
11440-9503,11440,10400,0,0082,0000,13동,1222
11440-9504,11440,10400,0,0082,0000,16동,1222
11440-9505,11440,10400,0,0082,0000,7동,1222
11440-9506,11440,10400,0,0082,0000,6동,1222
11440-9507,11440,10400,0,0082,0000,5동,1222
11440-9508,11440,10400,0,0082,0000,3동,1222
11440-9509,11440,10400,0,0082,0000,2동,1222
11440-9510,11440,10400,0,0082,0000,1동,1222
11440-9511,11440,10400,0,0082,0000,17동,1222
11440-9512,11440,10400,0,0082,0000,15동,1222
11440-9513,11440,10400,0,0082,0000,12동,1222
11440-9515,11440,10400,0,0082,0000,9동,1222
11440-9516,11440,10400,0,0082,0000,8동,1222
11740-2950,11740,10800,0,0590,0000,301동,1220
11740-2951,11740,10800,0,0590,0000,205동,1220
11740-2952,11740,10800,0,0590,0000,204동,1220
11740-2953,11740,10800,0,0590,0000,203동,1220
11740-2954,11740,10800,0,0590,0000,202동,1220
11740-2955,11740,10800,0,0590,0000,201동,1220
11740-2956,11740,10800,0,0590,0000,104동,1220
11740-2957,11740,10800,0,0590,0000,103동,1220
11740-2958,11740,10800,0,0590,0000,102동,1220
11740-2959,11740,10800,0,0590,0000,101동,1220
11200-100219178,11200,11300,0,0528,0000,109동,1218
11200-100219274,11200,11300,0,0528,0000,110동,1218
11200-100219399,11200,11300,0,0528,0000,113동,1218
11200-100219463,11200,11300,0,0528,0000,114동,1218
11200-100219548,11200,11300,0,0528,0000,116동,1218
11200-100219615,11200,11300,0,0528,0000,111동,1218
11200-100219703,11200,11300,0,0528,0000,115동,1218
11200-100219788,11200,11300,0,0528,0000,112동,1218
11200-100219877,11200,11300,0,0528,0000,105동,1218
11200-100219934,11200,11300,0,0528,0000,104동,1218
11200-100219980,11200,11300,0,0528,0000,106동,1218
11200-100220061,11200,11300,0,0528,0000,107동,1218
11200-100220135,11200,11300,0,0528,0000,108동,1218
11200-100220200,11200,11300,0,0528,0000,102동,1218
11200-100220291,11200,11300,0,0528,0000,103동,1218
11200-100220382,11200,11300,0,0528,0000,101동,1218
11560-17791,11560,12900,0,0076,0000,102동,1218
11560-17792,11560,12900,0,0076,0000,103동,1218
11560-17793,11560,12900,0,0076,0000,105동,1218
11560-17794,11560,12900,0,0076,0000,107동,1218
11560-17795,11560,12900,0,0076,0000,110동,1218
11560-17797,11560,12900,0,0076,0000,101동,1218
11560-17798,11560,12900,0,0076,0000,109동,1218
11560-17799,11560,12900,0,0076,0000,108동,1218
11560-17800,11560,12900,0,0076,0000,106동,1218
11560-17801,11560,12900,0,0076,0000,104동,1218
11200-12059,11200,10900,0,0632,0000,501동,1214
11200-12060,11200,10900,0,0632,0000,505동,1214
11200-12062,11200,10900,0,0632,0000,503동,1214
11200-12064,11200,10900,0,0632,0000,502동,1214
11650-11953,11650,10600,0,0070,0000,207동,1212
11650-11955,11650,10600,0,0070,0000,205동,1212
11650-11956,11650,10600,0,0070,0000,212동,1212
11650-11957,11650,10600,0,0070,0000,204동,1212
11650-11958,11650,10600,0,0070,0000,203동,1212
11650-11959,11650,10600,0,0070,0000,202동,1212
11650-11960,11650,10600,0,0070,0000,201동,1212
11650-11961,11650,10600,0,0070,0000,211동,1212
11650-11962,11650,10600,0,0070,0000,206동,1212
11650-11963,11650,10600,0,0070,0000,208동,1212
11650-11964,11650,10600,0,0070,0000,209동,1212
11650-11965,11650,10600,0,0070,0000,210동,1212
11500-100291953,11500,10500,0,0748,0000,1317동,1194
11500-100291985,11500,10500,0,0748,0000,1304동,1194
11500-100292030,11500,10500,0,0748,0000,1307동,1194
11500-100292118,11500,10500,0,0748,0000,1318동,1194
11500-100292150,11500,10500,0,0748,0000,1309동,1194
11500-100292211,11500,10500,0,0748,0000,1319동,1194
11500-100292243,11500,10500,0,0748,0000,1305동,1194
11500-100292328,11500,10500,0,0748,0000,1308동,1194
11500-100292392,11500,10500,0,0748,0000,1310동,1194
11500-100292424,11500,10500,0,0748,0000,1320동,1194
11500-100292452,11500,10500,0,0748,0000,1301동,1194
11500-100292513,11500,10500,0,0748,0000,1321동,1194
11500-100292545,11500,10500,0,0748,0000,1322동,1194
11500-100292634,11500,10500,0,0748,0000,1311동,1194
11500-100292711,11500,10500,0,0748,0000,1312동,1194
11500-100292831,11500,10500,0,0748,0000,1313동,1194
11500-100292863,11500,10500,0,0748,0000,1314동,1194
11500-100292895,11500,10500,0,0748,0000,1315동,1194
11500-100292926,11500,10500,0,0748,0000,1302동,1194
11500-100292991,11500,10500,0,0748,0000,1316동,1194
11500-100293059,11500,10500,0,0748,0000,1303동,1194
11500-100293124,11500,10500,0,0748,0000,1306동,1194
11350-3737,11350,10400,0,0274,0000,704동,1192
11350-3741,11350,10400,0,0274,0000,708동,1192
11350-3742,11350,10400,0,0274,0000,705동,1192
11350-3743,11350,10400,0,0274,0000,707동,1192
11350-3744,11350,10400,0,0274,0000,706동,1192
11350-3745,11350,10400,0,0274,0000,703동,1192
11350-3746,11350,10400,0,0274,0000,702동,1192
11350-3747,11350,10400,0,0274,0000,701동,1192
11290-100239537,11290,12800,0,0458,0000,106동,1186
11290-100239599,11290,12800,0,0458,0000,114동,1186
11290-100239640,11290,12800,0,0458,0000,115동,1186
11290-100239685,11290,12800,0,0458,0000,107동,1186
11290-100239779,11290,12800,0,0458,0000,116동,1186
11290-100239938,11290,12800,0,0458,0000,108동,1186
11290-100240007,11290,12800,0,0458,0000,101동,1186
11290-100240092,11290,12800,0,0458,0000,109동,1186
11290-100240160,11290,12800,0,0458,0000,117동,1186
11290-100240233,11290,12800,0,0458,0000,102동,1186
11290-100240290,11290,12800,0,0458,0000,110동,1186
11290-100240368,11290,12800,0,0458,0000,103동,1186
11290-100240433,11290,12800,0,0458,0000,111동,1186
11290-100240511,11290,12800,0,0458,0000,104동,1186
11290-100240593,11290,12800,0,0458,0000,112동,1186
11290-100240629,11290,12800,0,0458,0000,105동,1186
11290-100240709,11290,12800,0,0458,0000,113동,1186
11380-100215750,11380,10300,0,0641,0000,3401동,1185
11380-100215781,11380,10300,0,0641,0000,3303동,1185
11380-100215856,11380,10300,0,0641,0000,3402동,1185
11380-100215941,11380,10300,0,0641,0000,3201동,1185
11380-100215964,11380,10300,0,0641,0000,3202동,1185
11380-100216027,11380,10300,0,0641,0000,3304동,1185
11380-100216056,11380,10300,0,0641,0000,3305동,1185
11380-100216143,11380,10300,0,0641,0000,3403동,1185
11380-100216174,11380,10300,0,0641,0000,3102동,1185
11380-100216245,11380,10300,0,0641,0000,3203동,1185
11380-100216332,11380,10300,0,0641,0000,3204동,1185
11380-100216420,11380,10300,0,0641,0000,3101동,1185
11380-100216525,11380,10300,0,0641,0000,3205동,1185
11380-100216613,11380,10300,0,0641,0000,3103동,1185
11380-100216685,11380,10300,0,0641,0000,3206동,1185
11380-100216772,11380,10300,0,0641,0000,3301동,1185
11380-100216795,11380,10300,0,0641,0000,3302동,1185
11380-100216892,11380,10300,0,0641,0000,3306동,1185
11380-100216965,11380,10300,0,0641,0000,3104동,1185
11200-15607,11200,11200,0,0800,0000,101동,1181
11200-15608,11200,11200,0,0800,0000,104동,1181
11200-15609,11200,11200,0,0800,0000,106동,1181
11200-15610,11200,11200,0,0800,0000,108동,1181
11200-15611,11200,11200,0,0800,0000,110동,1181
11200-15614,11200,11200,0,0800,0000,114동,1181
11200-15615,11200,11200,0,0800,0000,113동,1181
11200-15616,11200,11200,0,0800,0000,112동,1181
11200-15617,11200,11200,0,0800,0000,111동,1181
11200-15618,11200,11200,0,0800,0000,109동,1181
11200-15619,11200,11200,0,0800,0000,107동,1181
11200-15620,11200,11200,0,0800,0000,105동,1181
11200-15621,11200,11200,0,0800,0000,103동,1181
11200-15622,11200,11200,0,0800,0000,102동,1181
11560-29524,11560,13200,0,0897,0001,106동,1174
11560-29525,11560,13200,0,0897,0001,108동,1174
11560-29526,11560,13200,0,0897,0001,109동,1174
11560-29527,11560,13200,0,0897,0001,105동,1174
11560-29528,11560,13200,0,0897,0001,110동,1174
11560-29529,11560,13200,0,0897,0001,104동,1174
11560-29530,11560,13200,0,0897,0001,103동,1174
11560-29531,11560,13200,0,0897,0001,102동,1174
11560-29532,11560,13200,0,0897,0001,101동,1174
11560-29534,11560,13200,0,0897,0001,107동,1174
11560-29535,11560,13200,0,0897,0001,111동,1174
11500-100240275,11500,10500,0,0751,0000,1503동,1171
11500-100240354,11500,10500,0,0751,0000,1509동,1171
11500-100240396,11500,10500,0,0751,0000,1507동,1171
11500-100240473,11500,10500,0,0751,0000,1508동,1171
11500-100240550,11500,10500,0,0751,0000,1504동,1171
11500-100240629,11500,10500,0,0751,0000,1505동,1171
11500-100240708,11500,10500,0,0751,0000,1501동,1171
11500-100240769,11500,10500,0,0751,0000,1502동,1171
11500-100240830,11500,10500,0,0751,0000,1506동,1171
11500-100240909,11500,10500,0,0751,0000,1510동,1171
11500-100240961,11500,10500,0,0751,0000,1511동,1171
11500-100241004,11500,10500,0,0751,0000,1512동,1171
11500-100241219,11500,10500,0,0751,0000,1513동,1171
11215-15958,11215,10400,0,0577,0000,1001동,1170
11215-15959,11215,10400,0,0577,0000,1004동,1170
11215-15960,11215,10400,0,0577,0000,1006동,1170
11215-15963,11215,10400,0,0577,0000,1013동,1170
11215-15964,11215,10400,0,0577,0000,1012동,1170
11215-15965,11215,10400,0,0577,0000,1011동,1170
11215-15966,11215,10400,0,0577,0000,1010동,1170
11215-15967,11215,10400,0,0577,0000,1009동,1170
11215-15968,11215,10400,0,0577,0000,1008동,1170
11215-15969,11215,10400,0,0577,0000,1007동,1170
11215-15970,11215,10400,0,0577,0000,1002동,1170
11215-15971,11215,10400,0,0577,0000,1005동,1170
11215-15972,11215,10400,0,0577,0000,1003동,1170
11290-28321,11290,13500,0,0080,0000,101동,1168
11290-28322,11290,13500,0,0080,0000,107동,1168
11290-28323,11290,13500,0,0080,0000,109동,1168
11290-28324,11290,13500,0,0080,0000,116동,1168
11290-28325,11290,13500,0,0080,0000,115동,1168
11290-28326,11290,13500,0,0080,0000,114동,1168
11290-28327,11290,13500,0,0080,0000,113동,1168
11290-28328,11290,13500,0,0080,0000,112동,1168
11290-28329,11290,13500,0,0080,0000,111동,1168
11290-28330,11290,13500,0,0080,0000,110동,1168
11290-28331,11290,13500,0,0080,0000,108동,1168
11290-28344,11290,13500,0,0080,0000,117동,1168
11290-28345,11290,13500,0,0080,0000,106동,1168
11290-28346,11290,13500,0,0080,0000,102동,1168
11290-28347,11290,13500,0,0080,0000,103동,1168
11290-28348,11290,13500,0,0080,0000,105동,1168
11290-28349,11290,13500,0,0080,0000,104동,1168
11500-902,11500,10300,0,1145,0000,307동,1164
11500-903,11500,10300,0,1145,0000,306동,1164
11500-904,11500,10300,0,1145,0000,305동,1164
11500-905,11500,10300,0,1145,0000,304동,1164
11500-906,11500,10300,0,1145,0000,303동,1164
11500-907,11500,10300,0,1145,0000,302동,1164
11500-908,11500,10300,0,1145,0000,301동,1164
11500-909,11500,10300,0,1145,0000,207동,1164
11500-910,11500,10300,0,1145,0000,206동,1164
11500-911,11500,10300,0,1145,0000,205동,1164
11500-912,11500,10300,0,1145,0000,204동,1164
11500-913,11500,10300,0,1145,0000,203동,1164
11500-914,11500,10300,0,1145,0000,202동,1164
11500-915,11500,10300,0,1145,0000,201동,1164
11500-916,11500,10300,0,1145,0000,107동,1164
11500-917,11500,10300,0,1145,0000,106동,1164
11500-918,11500,10300,0,1145,0000,105동,1164
11500-919,11500,10300,0,1145,0000,104동,1164
11500-920,11500,10300,0,1145,0000,103동,1164
11500-921,11500,10300,0,1145,0000,102동,1164
11500-922,11500,10300,0,1145,0000,101동,1164
11680-1425,11680,11500,0,0736,0000,702,1163
11680-1426,11680,11500,0,0736,0000,701,1163
11680-1427,11680,11500,0,0736,0000,703,1163
11680-1428,11680,11500,0,0736,0000,706,1163
11680-1430,11680,11500,0,0736,0000,705,1163
11680-1431,11680,11500,0,0736,0000,707,1163
11680-1432,11680,11500,0,0736,0000,704,1163
11680-1433,11680,11500,0,0736,0000,708,1163
11560-35078,11560,13300,0,0608,0001,301동,1162
11560-35088,11560,13300,0,0608,0001,303동,1162
11560-35091,11560,13300,0,0608,0001,307동,1162
11560-35092,11560,13300,0,0608,0001,306동,1162
11560-35093,11560,13300,0,0608,0001,305동,1162
11560-35094,11560,13300,0,0608,0001,302동,1162
11560-35095,11560,13300,0,0608,0001,304동,1162
11200-100213958,11200,11000,0,0001,0000,110동,1156
11200-100214157,11200,11000,0,0001,0000,105동,1156
11200-100214287,11200,11000,0,0001,0000,106동,1156
11200-100214320,11200,11000,0,0001,0000,107동,1156
11200-100214456,11200,11000,0,0001,0000,108동,1156
11200-100214593,11200,11000,0,0001,0000,103동,1156
11200-100214715,11200,11000,0,0001,0000,101동,1156
11200-100214810,11200,11000,0,0001,0000,109동,1156
11200-100214940,11200,11000,0,0001,0000,102동,1156
11200-100215019,11200,11000,0,0001,0000,104동,1156
11200-100215152,11200,11000,0,0001,0000,기계전기실1,1156
11200-100215157,11200,11000,0,0001,0000,주차장1,1156
11410-31158,11410,12000,0,0376,0000,110동,1155
11410-31159,11410,12000,0,0376,0000,109동,1155
11410-31160,11410,12000,0,0376,0000,108동,1155
11410-31161,11410,12000,0,0376,0000,107동,1155
11410-31162,11410,12000,0,0376,0000,102동,1155
11410-31163,11410,12000,0,0376,0000,103동,1155
11410-31164,11410,12000,0,0376,0000,104동,1155
11410-31165,11410,12000,0,0376,0000,106동,1155
